,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
550,0,66565,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,4.93e+16,61,1065,0,1,2,1
551,1,29298,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,2.55e+16,72,11,1,2,4,1
552,0,47691,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,3.1e+16,44,21,0,1,2,1
553,0,38200,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,4.92e+16,53,17,1,2,4,1
554,0,44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,5.66e+16,49,369,1,1,3,1
555,1,38443,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,1.32e+16,55,38,1,2,4,1
556,2,38593,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,2.5e+16,45,177,0,1,2,1
557,1,64413,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,2.87e+16,53,279,1,1,3,1
558,1,36959,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,2.33e+16,42,62,1,1,3,1
559,1,61996,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,4.44e+16,46,1230,1,1,3,1
560,0,51287,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,7689600000000000.0,55,182,1,2,4,1
561,0,13260,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,2.68e+16,53,49,1,2,4,1
562,1,47472,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,2.47e+16,57,75,1,2,4,1
563,1,54603,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,3.07e+16,67,227,1,2,4,1
564,1,45207,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,5.15e+16,49,215,1,2,4,1
565,0,40689,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,4.04e+16,72,444,1,1,3,1
566,2,47821,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,2.18e+16,56,47,1,2,4,1
567,1,27450,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,3.8e+16,72,143,1,0,2,0
568,0,39453,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,7516800000000000.0,40,55,1,1,3,1
569,2,26850,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,6220800000000000.0,52,63,1,2,4,1
570,0,79800,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,5.56e+16,68,1867,0,0,1,0
571,1,61794,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,2.49e+16,62,611,1,1,3,1
572,0,53863,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,3715200000000000.0,68,473,1,1,3,1
573,0,24221,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,2.7e+16,64,55,1,0,2,0
574,1,39684,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,5.4e+16,39,81,0,1,2,1
575,1,92163,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,4.87e+16,48,2086,1,0,2,0
576,1,69882,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,2e+16,58,1478,0,0,1,0
577,0,33178,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,1.3e+16,46,49,1,1,3,1
578,1,59973,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,2.51e+16,51,382,1,0,2,0
579,1,17459,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,2.45e+16,48,69,1,1,3,1
580,0,23910,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,5.28e+16,54,67,0,1,2,1
581,1,42169,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,2.19e+16,54,30,1,2,4,1
582,2,26224,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,3.37e+16,45,63,1,1,3,1
583,0,31089,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,5.88e+16,42,79,1,1,3,1
584,0,30081,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,4.26e+16,62,42,0,1,2,1
585,0,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,5.76e+16,63,819,1,1,3,1
586,0,72906,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,2.46e+16,68,1151,0,0,1,0
587,1,61467,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,4.9e+16,75,594,1,2,4,1
588,1,49618,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,4.48e+16,57,129,1,2,4,1
589,1,21888,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,4.73e+16,37,213,0,1,2,1
590,0,42429,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,1.19e+16,50,67,0,1,2,1
591,0,26150,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,4.1e+16,67,28,0,3,4,1
592,2,30801,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,5.28e+16,48,45,1,1,3,1
593,0,81168,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,4579200000000000.0,58,1193,1,0,2,0
594,1,26877,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,2.71e+16,54,268,0,0,1,0
595,1,45006,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,2.99e+16,79,266,0,0,1,0
596,2,18978,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,4.88e+16,50,37,1,1,3,1
597,0,22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,2.11e+16,56,37,1,3,5,1
598,1,48240,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,5.16e+16,54,882,0,0,1,0
599,0,45837,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,2.92e+16,49,373,1,2,4,1
600,1,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,3.62e+16,58,35,0,3,4,1
601,1,162397,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,3.38e+16,47,107,1,2,4,1
602,0,54162,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,4.04e+16,45,42,0,2,3,1
603,1,30522,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,5.88e+16,63,326,1,1,3,1
604,1,54456,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,3.05e+16,62,404,1,1,3,1
605,0,31632,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,3.02e+16,52,95,0,0,1,0
606,0,72298,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,9590400000000000.0,74,939,0,0,1,0
607,2,36975,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1.58e+16,45,33,0,1,2,1
608,2,72635,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,3.38e+16,68,981,1,0,2,0
609,0,13624,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,4.54e+16,47,36,1,1,3,1
610,0,84196,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,3.38e+16,48,1237,0,1,2,1
611,0,70971,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,5.58e+16,63,1825,1,1,3,1
612,1,34487,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,5.71e+16,46,103,0,2,3,1
613,0,28769,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,4.82e+16,46,191,0,1,2,1
614,1,69084,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1.92e+16,53,1586,1,1,3,1
615,1,65488,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,1382400000000000.0,65,963,1,0,2,0
616,2,62466,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1.43e+16,53,889,1,1,3,1
617,2,32218,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,1.16e+16,63,93,0,0,1,0
618,0,83917,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,3.78e+16,50,1587,0,0,1,0
619,0,46102,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,9590400000000000.0,61,16,0,3,4,1
620,0,84574,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,3.37e+16,71,1375,0,0,1,0
621,0,56181,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,4.64e+16,61,393,1,1,3,1
622,1,63120,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,5.52e+16,73,1477,0,1,2,1
623,0,73691,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,2.03e+16,52,1179,1,1,3,1
624,0,63381,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,5.46e+16,63,1005,1,1,3,1
625,1,76140,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,4060800000000000.0,75,1348,1,0,2,0
626,1,62859,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,4.72e+16,64,1307,0,1,2,1
627,0,45906,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,3.61e+16,59,486,0,1,2,1
628,1,77632,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,4.11e+16,76,2252,1,0,2,0
629,1,46463,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,2.72e+16,52,235,1,2,4,1
630,0,105471,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,4.53e+16,53,1724,1,0,2,0
631,1,55282,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,1.71e+16,53,235,0,1,2,1
632,1,78710,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,3196800000000000.0,46,1092,1,1,3,1
633,0,66886,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,2.47e+16,65,599,1,1,3,1
634,1,98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,1.14e+16,63,2008,0,0,1,0
635,0,29103,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,5.8e+16,38,48,1,1,3,1
636,0,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,5.93e+16,49,1174,1,1,3,1
637,1,50616,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,6652800000000000.0,73,67,1,1,3,1
638,0,49431,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,6e+16,68,365,0,1,2,1
639,0,153924,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.23e+16,48,6,0,0,1,0
640,0,61278,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,1.52e+16,70,165,1,1,3,1
641,2,26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,5.57e+16,65,210,1,0,2,0
642,1,73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,2.61e+16,76,1095,1,1,3,1
643,1,46734,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,2.17e+16,57,223,0,3,4,1
644,0,56253,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,4.92e+16,60,597,1,1,3,1
645,0,19986,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,1.96e+16,38,22,1,1,3,1
646,0,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1.61e+16,48,1064,0,1,2,1
647,2,25965,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,5.7e+16,43,74,1,0,2,0
648,1,14661,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,4.7e+16,67,26,1,0,2,0
649,0,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,4.73e+16,64,60,1,0,2,0
650,1,45068,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3.53e+16,49,20,1,1,3,1
651,2,21063,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,2.39e+16,36,59,0,1,2,1
652,1,29187,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,3.59e+16,55,34,1,1,3,1
653,2,54690,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,2.02e+16,52,198,1,2,4,1
654,1,59304,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,2.89e+16,59,1048,1,1,3,1
655,1,59247,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,2.01e+16,61,574,0,2,3,1
656,0,66731,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,5.66e+16,53,1029,0,1,2,1
657,0,77353,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,1.68e+16,43,670,1,1,3,1
658,1,52614,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,4.97e+16,48,990,0,1,2,1
659,0,26751,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,3283200000000000.0,49,11,1,2,4,1
660,1,81300,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,5.24e+16,60,1241,1,1,3,1
661,0,70337,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,1.54e+16,44,576,0,0,1,0
662,2,36145,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,3.27e+16,38,172,1,1,3,1
663,1,65295,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,1.62e+16,43,664,0,0,1,0
664,0,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,2.19e+16,60,928,0,1,2,1
665,0,68743,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,5.77e+16,56,2074,0,0,1,0
666,2,41039,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,2.93e+16,41,467,1,0,2,0
667,0,38946,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,2.14e+16,68,257,1,1,3,1
668,0,65777,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,1.66e+16,56,1146,1,0,2,0
669,1,66476,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,4.14e+16,47,689,0,1,2,1
670,1,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,5.66e+16,51,2114,0,0,1,0
671,1,160803,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,6e+16,41,1717,1,0,2,0
672,1,77845,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,3801600000000000.0,34,1346,1,0,2,0
673,1,69476,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,2.35e+16,54,1044,1,0,2,0
674,1,50611,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,5.47e+16,63,493,0,1,2,1
675,0,61209,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,2.66e+16,53,957,0,0,1,0
676,1,42315,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,3.04e+16,65,270,1,1,3,1
677,2,13084,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,2.06e+16,71,29,1,0,2,0
678,1,47570,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,3.42e+16,74,121,0,2,3,1
679,1,61923,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,2.92e+16,62,126,1,2,4,1
680,0,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,8208000000000000.0,28,23,0,0,1,0
681,1,26518,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,3.86e+16,74,57,0,2,3,1
682,0,45938,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,2.06e+16,62,636,0,0,1,0
683,0,78468,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,6998400000000000.0,63,1004,1,0,2,0
684,0,78901,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,2.46e+16,50,734,0,1,2,1
685,0,71427,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,9417600000000000.0,45,614,1,2,4,1
686,0,71022,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1.19e+16,45,1453,0,1,2,1
687,1,90247,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,5270400000000000.0,35,1621,0,0,1,0
688,1,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1.6e+16,55,187,0,1,2,1
689,0,71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,4.62e+16,37,1443,1,1,3,1
690,1,35682,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,172800000000000.0,53,57,0,1,2,1
691,0,43185,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,3.84e+16,72,637,0,1,2,1
692,1,66375,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,1.9e+16,75,948,1,1,3,1
693,1,35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,4.62e+16,52,59,1,1,3,1
694,0,25252,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,3.04e+16,37,18,1,1,3,1
695,1,55250,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,5.32e+16,58,903,0,1,2,1
696,0,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,4.27e+16,48,112,0,1,2,1
697,0,58398,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,3.55e+16,70,596,1,0,2,0
698,0,50272,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,2.82e+16,41,233,1,1,3,1
699,1,76618,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,4.92e+16,48,1511,1,0,2,0
700,2,87305,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,5.56e+16,63,1152,0,0,1,0
701,0,25851,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,4.35e+16,45,48,1,1,3,1
702,0,58710,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,3.93e+16,53,1185,0,1,2,1
703,0,45160,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,7948800000000000.0,65,21,0,2,3,1
704,1,74806,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,4.81e+16,58,965,1,1,3,1
705,0,59111,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,3.65e+16,69,869,1,0,2,0
706,1,18988,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,3196800000000000.0,39,16,1,1,3,1
707,0,72190,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,4.33e+16,58,1947,1,0,2,0
708,0,7500,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,6.02e+16,47,71,1,1,3,1
709,0,44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,1814400000000000.0,57,65,1,1,3,1
710,0,80395,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,1.88e+16,68,1380,1,0,2,0
711,1,75012,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,1.34e+16,47,1027,0,0,1,0
712,1,56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,2.26e+16,58,411,1,3,5,1
713,0,89891,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,3.8e+16,32,836,1,0,2,0
714,1,35946,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,2.38e+16,74,11,0,2,3,1
715,1,53593,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,5.97e+16,70,480,1,2,4,1
716,0,66373,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,3.3e+16,45,606,1,2,4,1
717,1,45072,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,2.21e+16,75,284,0,3,4,1
718,0,89694,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,2.27e+16,50,1472,0,2,3,1
719,0,72025,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,5270400000000000.0,74,1677,1,0,2,0
720,0,67432,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,3.95e+16,50,1335,1,1,3,1
721,1,70545,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,2246400000000000.0,71,334,1,1,3,1
722,2,17487,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,4.04e+16,34,18,1,1,3,1
723,0,62882,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,5.95e+16,54,1338,1,1,3,1
724,1,64108,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,4e+16,70,1099,0,1,2,1
725,1,34941,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,4.15e+16,67,97,1,2,4,1
726,1,48767,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,1.55e+16,73,63,0,3,4,1
727,2,38702,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,2.87e+16,45,109,1,1,3,1
728,0,82224,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,1.34e+16,59,902,1,0,2,0
729,0,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,3.57e+16,71,1574,1,0,2,0
730,2,17003,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,1.75e+16,48,38,1,1,3,1
731,0,71163,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,9676800000000000.0,28,960,0,0,1,0
732,0,33697,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,2.48e+16,53,28,0,1,2,1
733,2,63564,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,1.3e+16,69,1215,1,0,2,0
734,1,83443,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,1.56e+16,51,1497,1,0,2,0
735,1,51518,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,2.32e+16,65,449,1,1,3,1
736,0,58330,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1.61e+16,48,1064,0,1,2,1
737,0,80952,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,4.2e+16,54,1757,1,0,2,0
738,0,75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,5011200000000000.0,44,1440,1,0,2,0
739,2,63855,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,4.36e+16,45,1006,1,0,2,0
740,1,62220,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,5.94e+16,51,1226,1,1,3,1
741,0,58512,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,2.45e+16,59,1171,1,1,3,1
742,1,40662,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,4.07e+16,44,92,1,1,3,1
743,1,38829,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,7257600000000000.0,64,99,1,1,3,1
744,2,35523,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,2.32e+16,42,66,1,1,3,1
745,0,79146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,5702400000000000.0,56,564,0,2,3,1
746,1,78285,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,2.11e+16,35,1427,1,0,2,0
747,1,31626,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,3.59e+16,45,86,0,1,2,1
748,0,75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,3283200000000000.0,71,833,0,0,1,0
749,0,48726,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,3.7e+16,68,242,1,1,3,1
750,0,74985,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,5.67e+16,46,1869,1,0,2,0
